S_PV_kWp,S_batt_kWh,S_PC_kW,P_grid_delta_kW,OPEX_noinv_EUR_per_year,Optimal_objective_EUR_per_year,Estimated_annual_saving_EUR
588.76677924684,403.42584553383693,103.25371980674049,87.89778114714437,84268.0043451831,63166.25323649002,21101.751108693083
